iso_code	Country	date	total_cases	new_cases	total_deaths	new_deaths	total_cases_per_million	new_cases_per_million	total_deaths_per_million	new_deaths_per_million	stringency_index	population	population_density	median_age	aged_65_older	aged_70_older	gdp_per_capita	extreme_poverty	cvd_death_rate	diabetes_prevalence	female_smokers	male_smokers	handwashing_facilities	hospital_beds_per_100k	HDI	HealthExpenseperGDP	log_population
PAN	Panama	25/03/2020	443.0	98.0	6.0	0.0	102.671	22.713	1.391	0.0	80.82	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	26/03/2020	588.0	145.0	6.0	0.0	136.276	33.606	1.391	0.0	80.82	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	27/03/2020	674.0	86.0	9.0	3.0	156.208	19.932	2.086	0.695	80.82	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	28/03/2020	786.0	112.0	14.0	5.0	182.165	25.957	3.245	1.159	80.82	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	29/03/2020	901.0	115.0	17.0	3.0	208.818	26.653	3.94	0.695	80.82	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	30/03/2020	989.0	88.0	24.0	7.0	229.213	20.395	5.562	1.622	80.82	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	31/03/2020	1075.0	86.0	26.0	2.0	249.144	19.932	6.026	0.464	80.82	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	01/04/2020	1181.0	106.0	30.0	4.0	273.711	24.567	6.953	0.927	80.82	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	02/04/2020	1317.0	136.0	32.0	2.0	305.231	31.52	7.416	0.464	80.82	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	03/04/2020	1475.0	158.0	37.0	5.0	341.849	36.618	8.575	1.159	80.82	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	04/04/2020	1673.0	198.0	41.0	4.0	387.738	45.889	9.502	0.927	80.82	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	05/04/2020	1801.0	128.0	46.0	5.0	417.404	29.666	10.661	1.159	80.82	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	06/04/2020	1988.0	187.0	54.0	8.0	460.743	43.34	12.515	1.854	80.82	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	07/04/2020	2100.0	112.0	55.0	1.0	486.701	25.957	12.747	0.232	80.82	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	08/04/2020	2249.0	149.0	59.0	4.0	521.233	34.533	13.674	0.927	80.82	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	09/04/2020	2528.0	279.0	63.0	4.0	585.895	64.662	14.601	0.927	80.82	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	10/04/2020	2752.0	224.0	66.0	3.0	637.809	51.915	15.296	0.695	80.82	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	11/04/2020	2974.0	222.0	74.0	8.0	689.261	51.451	17.15	1.854	80.82	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	12/04/2020	3234.0	260.0	79.0	5.0	749.519	60.258	18.309	1.159	80.82	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	13/04/2020	3400.0	166.0	87.0	8.0	787.991	38.473	20.163	1.854	80.82	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	14/04/2020	3472.0	72.0	94.0	7.0	804.678	16.687	21.786	1.622	80.82	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	15/04/2020	3574.0	102.0	95.0	1.0	828.318	23.64	22.017	0.232	80.82	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	16/04/2020	3751.0	177.0	103.0	8.0	869.34	41.022	23.872	1.854	80.82	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	17/04/2020	4016.0	265.0	109.0	6.0	930.757	61.417	25.262	1.391	80.82	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	18/04/2020	4210.0	194.0	116.0	7.0	975.719	44.962	26.884	1.622	83.6	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	19/04/2020	4273.0	63.0	120.0	4.0	990.32	14.601	27.811	0.927	83.6	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	20/04/2020	4467.0	194.0	126.0	6.0	103.528	44.962	29.202	1.391	83.6	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	21/04/2020	4658.0	191.0	136.0	10.0	107.955	44.267	31.52	2.318	83.6	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	22/04/2020	4821.0	163.0	141.0	5.0	111.733	37.777	32.678	1.159	83.6	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	23/04/2020	4992.0	171.0	144.0	3.0	115.696	39.631	33.374	0.695	83.6	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	24/04/2020	5166.0	174.0	146.0	2.0	119.728	40.327	33.837	0.464	83.6	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	25/04/2020	5338.0	172.0	154.0	8.0	123.715	39.863	35.691	1.854	83.6	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	26/04/2020	5538.0	200.0	159.0	5.0	128.35	46.352	36.85	1.159	83.6	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	27/04/2020	5779.0	241.0	165.0	6.0	133.935	55.855	38.241	1.391	83.6	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	28/04/2020	6021.0	242.0	167.0	2.0	1395.44	56.086	38.704	0.464	83.6	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	29/04/2020	6200.0	179.0	176.0	9.0	1436.925	41.485	40.79	2.086	83.6	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	30/04/2020	6378.0	178.0	178.0	2.0	1478.179	41.254	41.254	0.464	83.6	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	01/05/2020	6532.0	154.0	188.0	10.0	1513.871	35.691	43.571	2.318	83.6	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	02/05/2020	6720.0	188.0	192.0	4.0	1557.442	43.571	44.498	0.927	83.6	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	03/05/2020	7090.0	370.0	197.0	5.0	1643.194	85.752	45.657	1.159	83.6	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	04/05/2020	7197.0	107.0	200.0	3.0	1667.992	24.799	46.352	0.695	83.6	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	05/05/2020	7387.0	190.0	203.0	3.0	1712.027	44.035	47.048	0.695	83.6	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	06/05/2020	7523.0	136.0	210.0	7.0	1743.547	31.52	48.67	1.622	83.6	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	07/05/2020	7731.0	208.0	218.0	8.0	1791.753	48.207	50.524	1.854	83.6	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	08/05/2020	7868.0	137.0	225.0	7.0	1823.505	31.751	52.146	1.622	81.61	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	09/05/2020	8070.0	202.0	231.0	6.0	1870.321	46.816	53.537	1.391	81.61	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	10/05/2020	8282.0	212.0	237.0	6.0	1919.454	49.134	54.928	1.391	81.61	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	11/05/2020	8448.0	166.0	244.0	7.0	1957.927	38.473	56.55	1.622	81.61	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	12/05/2020	8616.0	168.0	249.0	5.0	1996.863	38.936	57.709	1.159	81.61	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	13/05/2020	8783.0	167.0	252.0	3.0	2035.567	38.704	58.404	0.695	81.61	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	14/05/2020	8944.0	161.0	256.0	4.0	2072.881	37.314	59.331	0.927	81.61	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	15/05/2020	9118.0	174.0	260.0	4.0	2113.207	40.327	60.258	0.927	81.61	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	16/05/2020	9268.0	150.0	266.0	6.0	2147.972	34.764	61.649	1.391	81.61	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	17/05/2020	9449.0	181.0	269.0	3.0	2189.921	41.949	62.344	0.695	81.61	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	18/05/2020	9606.0	157.0	275.0	6.0	2226.307	36.387	63.735	1.391	81.61	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	19/05/2020	9726.0	120.0	279.0	4.0	2254.119	27.811	64.662	0.927	81.61	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	20/05/2020	9867.0	141.0	281.0	2.0	2286.797	32.678	65.125	0.464	81.61	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	21/05/2020	9977.0	110.0	287.0	6.0	2312.291	25.494	66.516	1.391	81.61	4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	22/05/2020	10116.0	139.0	291.0	4.0	2344.506	32.215	67.443	0.927		4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	23/05/2020	10267.0	151.0	295.0	4.0	2379.502	34.996	68.37	0.927		4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PAN	Panama	24/05/2020	10577.0	310.0	299.0	4.0	2451.348	71.846	69.297	0.927		4314768.0	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9		2.3	0.795		15.278
PER	Peru	20/03/2020	234.0	89.0	2.0	2.0	7.097	2.699	0.061	0.061	96.03	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	21/03/2020	263.0	29.0	3.0	1.0	7.977	0.88	0.091	0.03	96.03	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	22/03/2020	318.0	55.0	5.0	2.0	9.645	1.668	0.152	0.061	96.03	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	23/03/2020	363.0	45.0	5.0	0.0	11.009	1.365	0.152	0.0	96.03	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	24/03/2020	395.0	32.0	5.0	0.0	11.98	0.971	0.152	0.0	96.03	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	25/03/2020	416.0	21.0	7.0	2.0	12.617	0.637	0.212	0.061	96.03	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	26/03/2020	558.0	142.0	8.0	1.0	16.924	4.307	0.243	0.03	96.03	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	27/03/2020	580.0	22.0	9.0	1.0	17.591	0.667	0.273	0.03	96.03	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	28/03/2020	635.0	55.0	11.0	2.0	19.259	1.668	0.334	0.061	96.03	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	29/03/2020	671.0	36.0	16.0	5.0	20.351	1.092	0.485	0.152	96.03	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	30/03/2020	852.0	181.0	18.0	2.0	25.84	5.49	0.546	0.061	96.03	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	31/03/2020	950.0	98.0	24.0	6.0	28.812	2.972	0.728	0.182	96.03	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	01/04/2020	1065.0	115.0	30.0	6.0	32.3	3.488	0.91	0.182	96.03	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	02/04/2020	1323.0	258.0	47.0	17.0	40.125	7.825	1.425	0.516	96.03	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	03/04/2020	1414.0	91.0	55.0	8.0	42.885	2.76	1.668	0.243	96.03	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	04/04/2020	1595.0	181.0	61.0	6.0	48.375	5.49	1.85	0.182	96.03	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	05/04/2020	1746.0	151.0	73.0	12.0	52.954	4.58	2.214	0.364	96.03	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	06/04/2020	2281.0	535.0	83.0	10.0	69.18	16.226	2.517	0.303	96.03	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	07/04/2020	2561.0	280.0	92.0	9.0	77.672	8.492	2.79	0.273	96.03	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	08/04/2020	2954.0	393.0	107.0	15.0	89.592	11.919	3.245	0.455	96.03	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	09/04/2020	4342.0	1388.0	121.0	14.0	131.688	42.097	3.67	0.425	96.03	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	10/04/2020	5256.0	914.0	138.0	17.0	159.409	27.721	4.185	0.516	96.03	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	11/04/2020	5897.0	641.0	169.0	31.0	178.85	19.441	5.126	0.94	96.03	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	12/04/2020	6848.0	951.0	181.0	12.0	207.692	28.843	5.49	0.364	96.03	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	13/04/2020	7519.0	671.0	193.0	12.0	228.043	20.351	5.853	0.364	96.03	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	14/04/2020	7519.0	0.0	193.0	0.0	228.043	0.0	5.853	0.0	96.03	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	15/04/2020	10303.0	2784.0	230.0	37.0	312.479	84.436	6.976	1.122	96.03	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	16/04/2020	11475.0	1172.0	254.0	24.0	348.024	35.545	7.704	0.728	96.03	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	17/04/2020	12491.0	1016.0	274.0	20.0	378.838	30.814	8.31	0.607	96.03	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	18/04/2020	13489.0	998.0	300.0	26.0	409.107	30.268	9.099	0.789	96.03	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	19/04/2020	14420.0	931.0	348.0	48.0	437.343	28.236	10.554	1.456	96.03	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	20/04/2020	15628.0	1208.0	400.0	52.0	473.98	36.637	12.132	1.577	96.03	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	21/04/2020	16325.0	697.0	445.0	45.0	495.119	21.139	13.496	1.365	96.03	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	22/04/2020	17837.0	1512.0	484.0	39.0	540.977	45.857	14.679	1.183	96.03	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	23/04/2020	19250.0	1413.0	530.0	46.0	583.831	42.855	16.074	1.395	96.03	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	24/04/2020	20914.0	1664.0	572.0	42.0	634.299	50.467	17.348	1.274	96.03	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	25/04/2020	21648.0	734.0	634.0	62.0	656.56	22.261	19.229	1.88	96.03	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	26/04/2020	25331.0	3683.0	700.0	66.0	768.262	11.17	21.23	2.002	96.03	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	27/04/2020	27517.0	2186.0	728.0	28.0	834.56	66.299	22.079	0.849	96.03	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	28/04/2020	28699.0	1182.0	782.0	54.0	870.409	35.849	23.717	1.638	96.03	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	29/04/2020	31190.0	2491.0	854.0	72.0	945.959	75.549	25.901	2.184	96.03	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	30/04/2020	33931.0	2741.0	943.0	89.0	1029.09	83.132	28.6	2.699	96.03	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	01/05/2020	36976.0	3045.0	1051.0	108.0	1121.442	92.352	31.876	3.276	100.0	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	02/05/2020	40459.0	3483.0	1124.0	73.0	1227.077	10.564	34.09	2.214	100.0	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	03/05/2020	42534.0	2075.0	1200.0	76.0	1290.01	62.932	36.395	2.305	100.0	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	04/05/2020	45928.0	3394.0	1286.0	86.0	1392.946	102.936	39.003	2.608	100.0	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	05/05/2020	47372.0	1444.0	1344.0	58.0	1436.741	43.795	40.762	1.759	100.0	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	06/05/2020	51189.0	3817.0	1444.0	100.0	1552.506	115.765	43.795	3.033	100.0	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	07/05/2020	54817.0	3628.0	1533.0	89.0	1662.54	110.033	46.494	2.699	100.0	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	08/05/2020	58526.0	3709.0	1627.0	94.0	1775.03	112.49	49.345	2.851	100.0	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	09/05/2020	61847.0	3321.0	1714.0	87.0	1875.752	100.722	51.984	2.639	100.0	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	10/05/2020	65015.0	3168.0	1814.0	100.0	1971.834	960.82	55.017	3.033	100.0	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	11/05/2020	67307.0	2292.0	1889.0	75.0	2041.348	69.514	57.291	2.275	97.35	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	12/05/2020	68822.0	1515.0	1961.0	72.0	2087.296	45.948	59.475	2.184	97.35	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	13/05/2020	72059.0	3237.0	2057.0	96.0	2185.471	98.175	62.387	2.912	97.35	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	14/05/2020	76306.0	4247.0	2169.0	112.0	2314.277	12.881	65.783	3.397	97.35	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	15/05/2020	80604.0	4298.0	2267.0	98.0	2444.631	13.035	68.756	2.972	97.35	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	16/05/2020	84495.0	3891.0	2393.0	126.0	2562.641	118.01	72.577	3.821	97.35	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	17/05/2020	88541.0	4046.0	2523.0	130.0	2685.352	122.711	76.52	3.943	97.35	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	18/05/2020	92273.0	3732.0	2648.0	125.0	2798.539	113.187	80.311	3.791	97.35	32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	19/05/2020	94933.0	2660.0	2789.0	141.0	2879.214	80.675	84.587	4.276		32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	20/05/2020	99483.0	4550.0	2914.0	125.0	3017.211	137.997	88.378	3.791		32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	21/05/2020	104020.0	4537.0	3024.0	110.0	3154.813	137.602	91.715	3.336		32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	22/05/2020	108769.0	4749.0	3148.0	124.0	3298.845	144.032	95.475	3.761		32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
PER	Peru	23/05/2020	111698.0	2929.0	3244.0	96.0	3387.678	88.833	98.387	2.912		32971846.0	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8			1.6	0.759		17.311
