iso_code	Country	date	total_cases	new_cases	total_deaths	new_deaths	total_cases_per_million	new_cases_per_million	total_deaths_per_million	new_deaths_per_million	stringency_index	population	population_density	median_age	aged_65_older	aged_70_older	gdp_per_capita	extreme_poverty	cvd_death_rate	diabetes_prevalence	female_smokers	male_smokers	handwashing_facilities	hospital_beds_per_100k	HDI	HealthExpenseperGDP	log_population
ARE	United Arab Emirates	22/03/2020	153.0	13.0	2.0	2.0	15.47	1.314	0.202	0.202	46.96	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	23/03/2020	153.0	0.0	2.0	0.0	15.47	0.0	0.202	0.0	63.89	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	24/03/2020	198.0	45.0	2.0	0.0	20.019	4.55	0.202	0.0	63.89	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	25/03/2020	248.0	50.0	2.0	0.0	25.075	5.055	0.202	0.0	72.48	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	26/03/2020	333.0	85.0	2.0	0.0	33.669	8.594	0.202	0.0	76.45	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	27/03/2020	333.0	0.0	2.0	0.0	33.669	0.0	0.202	0.0	87.57	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	28/03/2020	405.0	72.0	2.0	0.0	40.949	7.28	0.202	0.0	87.57	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	29/03/2020	468.0	63.0	2.0	0.0	47.319	6.37	0.202	0.0	87.57	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	30/03/2020	468.0	0.0	2.0	0.0	47.319	0.0	0.202	0.0	87.57	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	31/03/2020	611.0	143.0	5.0	3.0	61.777	14.458	0.506	0.303	87.57	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	01/04/2020	664.0	53.0	6.0	1.0	67.136	5.359	0.607	0.101	87.57	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	02/04/2020	664.0	0.0	6.0	0.0	67.136	0.0	0.607	0.0	87.57	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	03/04/2020	1024.0	360.0	8.0	2.0	103.535	36.399	0.809	0.202	87.57	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	04/04/2020	1024.0	0.0	8.0	0.0	103.535	0.0	0.809	0.0	91.54	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	05/04/2020	1505.0	481.0	10.0	2.0	152.168	48.633	1.011	0.202	91.54	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	06/04/2020	1799.0	294.0	10.0	0.0	181.894	29.726	1.011	0.0	91.54	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	07/04/2020	2076.0	277.0	11.0	1.0	209.901	28.007	1.112	0.101	91.54	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	08/04/2020	2359.0	283.0	12.0	1.0	238.514	28.614	1.213	0.101	91.54	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	09/04/2020	2659.0	300.0	12.0	0.0	268.847	30.332	1.213	0.0	91.54	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	10/04/2020	2990.0	331.0	14.0	2.0	302.313	33.467	1.416	0.202	91.54	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	11/04/2020	3360.0	370.0	16.0	2.0	339.723	37.41	1.618	0.202	91.54	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	12/04/2020	3736.0	376.0	20.0	4.0	377.74	38.017	2.022	0.404	91.54	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	13/04/2020	4123.0	387.0	22.0	2.0	416.869	39.129	2.224	0.202	91.54	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	14/04/2020	4521.0	398.0	25.0	3.0	457.11	40.241	2.528	0.303	91.54	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	15/04/2020	4933.0	412.0	28.0	3.0	498.766	41.657	2.831	0.303	91.54	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	16/04/2020	5365.0	432.0	33.0	5.0	542.445	43.679	3.337	0.506	91.54	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	17/04/2020	5825.0	460.0	33.0	0.0	588.955	46.51	3.337	0.0	90.74	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	18/04/2020	5825.0	0.0	35.0	2.0	588.955	0.0	3.539	0.202	90.74	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	19/04/2020	6302.0	477.0	37.0	2.0	637.184	48.229	3.741	0.202	90.74	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	20/04/2020	6781.0	479.0	41.0	4.0	685.614	48.431	4.145	0.404	90.74	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	21/04/2020	7265.0	484.0	43.0	2.0	734.551	48.936	4.348	0.202	90.74	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	22/04/2020	7755.0	490.0	46.0	3.0	784.094	49.543	4.651	0.303	90.74	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	23/04/2020	8238.0	483.0	52.0	6.0	832.929	48.835	5.258	0.607	90.74	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	24/04/2020	8756.0	518.0	56.0	4.0	885.303	52.374	5.662	0.404	90.74	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	25/04/2020	9281.0	525.0	64.0	8.0	938.385	53.082	6.471	0.809	90.74	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	26/04/2020	9813.0	532.0	64.0	0.0	992.174	53.79	6.471	0.0	90.74	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	27/04/2020	10349.0	536.0	76.0	12.0	104.637	54.194	7.684	1.213	90.74	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	28/04/2020	10839.0	490.0	82.0	6.0	109.591	49.543	8.291	0.607	90.74	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	29/04/2020	11380.0	541.0	89.0	7.0	115.061	54.7	8.999	0.708	86.77	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	30/04/2020	11929.0	549.0	98.0	9.0	120.612	55.508	9.909	0.91	86.77	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	01/05/2020	12481.0	552.0	105.0	7.0	126.193	55.812	10.616	0.708	86.77	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	02/05/2020	13038.0	557.0	111.0	6.0	131.825	56.317	11.223	0.607	86.77	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	03/05/2020	13599.0	561.0	119.0	8.0	1374.97	56.722	12.032	0.809	86.77	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	04/05/2020	14163.0	564.0	126.0	7.0	1431.995	57.025	12.74	0.708	86.77	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	05/05/2020	14730.0	567.0	137.0	11.0	1489.323	57.328	13.852	1.112	86.77	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	06/05/2020	15192.0	462.0	146.0	9.0	1536.035	46.712	14.762	0.91	86.77	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	07/05/2020	15738.0	546.0	157.0	11.0	1591.24	55.205	15.874	1.112	86.77	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	08/05/2020	16240.0	502.0	165.0	8.0	1641.996	50.756	16.683	0.809	86.77	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	09/05/2020	16793.0	553.0	174.0	9.0	1697.909	55.913	17.593	0.91	86.77	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	10/05/2020	17417.0	624.0	185.0	11.0	1761.001	63.091	18.705	1.112	86.77	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	11/05/2020	18198.0	781.0	198.0	13.0	1839.966	78.965	20.019	1.314	86.77	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	12/05/2020	18878.0	680.0	201.0	3.0	1908.72	68.754	20.323	0.303	86.77	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	13/05/2020	19661.0	783.0	203.0	2.0	1987.887	79.168	20.525	0.202	86.77	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	14/05/2020	20386.0	725.0	206.0	3.0	2061.191	73.303	20.828	0.303	83.6	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	15/05/2020	21084.0	698.0	208.0	2.0	2131.764	70.573	21.03	0.202	77.78	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	16/05/2020	21831.0	747.0	210.0	2.0	2207.292	75.528	21.233	0.202	77.78	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	17/05/2020	22627.0	796.0	214.0	4.0	2287.774	80.482	21.637	0.404	77.78	9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	18/05/2020	23358.0	731.0	220.0	6.0	2361.684	73.91	22.244	0.607		9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	19/05/2020	24190.0	832.0	224.0	4.0	2445.806	84.122	22.648	0.404		9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	20/05/2020	25063.0	873.0	227.0	3.0	2534.073	88.267	22.952	0.303		9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	21/05/2020	26004.0	941.0	233.0	6.0	2629.216	95.143	23.558	0.607		9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	22/05/2020	26898.0	894.0	237.0	4.0	2719.607	90.391	23.963	0.404		9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	23/05/2020	27892.0	994.0	241.0	4.0	2820.108	100.501	24.367	0.404		9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARE	United Arab Emirates	24/05/2020	28704.0	812.0	244.0	3.0	2902.208	82.1	24.67	0.303		9890400.0	112.442	34.0	11.44	0.526	67293.483		317.84	17.26	1.2	37.4		1.2	0.866		16.107
ARG	Argentina	08/03/2020	9.0	1.0	1.0	1.0	0.199	0.022	0.022	0.022	11.11	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	09/03/2020	12.0	3.0	1.0	0.0	0.266	0.066	0.022	0.0	11.11	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	11/03/2020	19.0	7.0	1.0	0.0	0.42	0.155	0.022	0.0	24.61	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	13/03/2020	31.0	12.0	1.0	0.0	0.686	0.266	0.022	0.0	24.61	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	14/03/2020	34.0	3.0	2.0	1.0	0.752	0.066	0.044	0.022	24.61	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	15/03/2020	45.0	11.0	2.0	0.0	0.996	0.243	0.044	0.0	24.61	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	16/03/2020	56.0	11.0	2.0	0.0	1.239	0.243	0.044	0.0	41.27	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	17/03/2020	65.0	9.0	2.0	0.0	1.438	0.199	0.044	0.0	41.27	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	18/03/2020	79.0	14.0	2.0	0.0	1.748	0.31	0.044	0.0	41.27	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	19/03/2020	97.0	18.0	2.0	0.0	2.146	0.398	0.044	0.0	77.78	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	20/03/2020	128.0	31.0	3.0	1.0	2.832	0.686	0.066	0.022	88.89	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	21/03/2020	158.0	30.0	3.0	0.0	3.496	0.664	0.066	0.0	88.89	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	22/03/2020	225.0	67.0	4.0	1.0	4.978	1.482	0.089	0.022	88.89	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	23/03/2020	266.0	41.0	4.0	0.0	5.886	0.907	0.089	0.0	100.0	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	24/03/2020	301.0	35.0	4.0	0.0	6.66	0.774	0.089	0.0	100.0	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	25/03/2020	387.0	86.0	6.0	2.0	8.563	1.903	0.133	0.044	100.0	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	26/03/2020	502.0	115.0	8.0	2.0	1.111	2.544	0.177	0.044	100.0	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	27/03/2020	589.0	87.0	12.0	4.0	13.032	1.925	0.266	0.089	100.0	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	28/03/2020	690.0	101.0	17.0	5.0	15.267	2.235	0.376	0.111	100.0	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	29/03/2020	745.0	55.0	19.0	2.0	16.484	1.217	0.42	0.044	100.0	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	30/03/2020	820.0	75.0	20.0	1.0	18.143	1.659	0.443	0.022	100.0	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	31/03/2020	966.0	146.0	24.0	4.0	21.374	3.23	0.531	0.089	100.0	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	01/04/2020	966.0	0.0	24.0	0.0	21.374	0.0	0.531	0.0	100.0	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	02/04/2020	1133.0	167.0	31.0	7.0	25.069	3.695	0.686	0.155	100.0	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	03/04/2020	1133.0	0.0	34.0	3.0	25.069	0.0	0.752	0.066	100.0	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	04/04/2020	1265.0	132.0	37.0	3.0	27.989	2.921	0.819	0.066	100.0	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	05/04/2020	1451.0	186.0	43.0	6.0	32.105	4.115	0.951	0.133	100.0	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	06/04/2020	1554.0	103.0	46.0	3.0	34.384	2.279	1.018	0.066	100.0	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	07/04/2020	1628.0	74.0	53.0	7.0	36.021	1.637	1.173	0.155	100.0	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	08/04/2020	1715.0	87.0	60.0	7.0	37.946	1.925	1.328	0.155	100.0	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	09/04/2020	1795.0	80.0	65.0	5.0	39.716	1.77	1.438	0.111	100.0	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	10/04/2020	1894.0	99.0	79.0	14.0	41.907	2.19	1.748	0.31	100.0	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	11/04/2020	1975.0	81.0	82.0	3.0	43.699	1.792	1.814	0.066	100.0	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	12/04/2020	2137.0	162.0	89.0	7.0	47.283	3.584	1.969	0.155	100.0	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	13/04/2020	2203.0	66.0	95.0	6.0	48.743	1.46	2.102	0.133	100.0	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	14/04/2020	2272.0	69.0	98.0	3.0	50.27	1.527	2.168	0.066	100.0	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	15/04/2020	2432.0	160.0	105.0	7.0	53.81	3.54	2.323	0.155	100.0	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	16/04/2020	2432.0	0.0	109.0	4.0	53.81	0.0	2.412	0.089	100.0	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	17/04/2020	2560.0	128.0	115.0	6.0	56.642	2.832	2.544	0.133	100.0	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	18/04/2020	2658.0	98.0	122.0	7.0	58.811	2.168	2.699	0.155	100.0	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	19/04/2020	2828.0	170.0	132.0	10.0	62.572	3.761	2.921	0.221	100.0	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	20/04/2020	2930.0	102.0	134.0	2.0	64.829	2.257	2.965	0.044	100.0	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	21/04/2020	3020.0	90.0	142.0	8.0	66.82	1.991	3.142	0.177	100.0	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	22/04/2020	3132.0	112.0	151.0	9.0	69.299	2.478	3.341	0.199	100.0	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	23/04/2020	3276.0	144.0	159.0	8.0	72.485	3.186	3.518	0.177	100.0	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	24/04/2020	3423.0	147.0	165.0	6.0	75.737	3.253	3.651	0.133	100.0	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	25/04/2020	3423.0	0.0	167.0	2.0	75.737	0.0	3.695	0.044	100.0	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	26/04/2020	3767.0	344.0	185.0	18.0	83.348	7.611	4.093	0.398	100.0	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	27/04/2020	3767.0	0.0	186.0	1.0	83.348	0.0	4.115	0.022	87.57	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	28/04/2020	3990.0	223.0	197.0	11.0	88.283	4.934	4.359	0.243	87.57	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	29/04/2020	4114.0	124.0	207.0	10.0	91.026	2.744	4.58	0.221	87.57	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	30/04/2020	4272.0	158.0	214.0	7.0	94.522	3.496	4.735	0.155	87.57	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	01/05/2020	4415.0	143.0	218.0	4.0	97.686	3.164	4.823	0.089	87.57	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	02/05/2020	4519.0	104.0	225.0	7.0	99.987	2.301	4.978	0.155	87.57	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	03/05/2020	4668.0	149.0	237.0	12.0	10.328	3.297	5.244	0.266	87.57	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	04/05/2020	4770.0	102.0	246.0	9.0	105.541	2.257	5.443	0.199	87.57	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	05/05/2020	4874.0	104.0	260.0	14.0	107.842	2.301	5.753	0.31	87.57	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	06/05/2020	5007.0	133.0	264.0	4.0	110.785	2.943	5.841	0.089	87.57	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	07/05/2020	5195.0	188.0	273.0	9.0	114.944	4.16	6.04	0.199	87.57	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
