iso_code	date	total_cases	total_deaths	total_cases_per_million	total_deaths_per_million	new_cases	new_deaths	new_deaths_per_million	new_cases_per_million	stringency_index	hospital_beds_per_1k	health_expenditure(%ofGDP)	HealthExpenseperGDP	diabetes_prevalence	cvd_death_rate	total_smokers	gdp_per_capita	HDI	median_age	aged_65_older	population_density	population	log_population	Lineage	identity percentage for NSP1	score for NSP1	identity percentage for NSP2	score for NSP2	identity percentage for NSP3	score for NSP3	identity percentage for NSP4	score for NSP4	identity percentage for NSP5	score for NSP5	identity percentage for NSP6	score for NSP6	identity percentage for NSP7	score for NSP7	identity percentage for NSP8	score for NSP8	identity percentage for NSP9	score for NSP9	identity percentage for NSP10	score for NSP10	identity percentage for NSP11	score for NSP11	identity percentage for NSP12	score for NSP12	identity percentage for NSP13	score for NSP13	identity percentage for NSP14	score for NSP14	identity percentage for NSP15	score for NSP15	identity percentage for NSP16	score for NSP16	identity percentage for Spike	score for Spike	identity percentage for NS3	score for NS3	identity percentage for E	score for E	identity percentage for M	score for M	identity percentage for NS6	score for NS6	identity percentage for NS7a	score for NS7a	identity percentage for NS7b	score for NS7b	identity percentage for NS8	score for NS8	identity percentage for N	score for N	death_growth_rate	Country	Clade_V	Clade_GH	Clade_GR	Clade_G	Clade_O	Clade_L	Clade_S
ISL	2020-02-29	43.0	0.0	126.007	0.0	43.0	0.0	0.0	49.522	16.67	2.91	8.33	8.34	5.31	117.992	16.05	46482.958	0.938	37.3	14.431	3.404	341250.0	12.74	B.1, B.1.1.17, B.1.1	100.0	1299.0	99.8829	4650.6857	100.0	14269.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	100.0	3988.0	99.9857	2534.1905	100.0	2222.0	99.8905	9374.5952	99.7524	2069.381	100.0	550.0	99.8571	1664.1429	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.8181	3008.581	0.0	Iceland	0.0	1.0	0.0	1.0	0.0	0.0	0.0
ISL	2020-03-31	1562.0	6.0	4577.289	17.582	1519.0	6.0	17.582	4572.601	56.61	2.91	8.33	8.34	5.31	117.992	16.05	46482.958	0.938	37.3	14.431	3.404	341250.0	12.74	B.1, B.2.7, B.2.1	99.9934	1298.9023	99.9407	4653.0644	99.9813	14267.361	99.9988	3752.9438	99.9566	2283.2177	99.9423	2230.2554	99.9893	600.9048	99.9983	1438.9729	100.0	821.0	99.9986	1031.988	99.965	89.9409	99.9216	6988.3397	99.9855	4436.9494	99.9993	3987.9551	99.9933	2534.7802	99.9913	2221.8156	99.9163	9377.4647	99.832	2069.9932	99.9908	549.9459	99.921	1665.4074	99.9278	464.636	99.9007	900.0907	100.0	340.0	99.9607	918.4423	99.8775	3010.5398	0.0	Iceland	1.0	1.0	0.0	1.0	0.0	0.0	0.0
ISL	2020-04-30	1799.0	10.0	5271.795	29.304	237.0	4.0	11.72	747.255	56.61	2.91	8.33	8.34	5.31	117.992	16.05	46482.958	0.938	37.3	14.431	3.404	341250.0	12.74	B.1, B.2.7, B.2.1	99.9934	1298.9023	99.9407	4653.0644	99.9813	14267.361	99.9988	3752.9438	99.9566	2283.2177	99.9423	2230.2554	99.9893	600.9048	99.9983	1438.9729	100.0	821.0	99.9986	1031.988	99.965	89.9409	99.9216	6988.3397	99.9855	4436.9494	99.9993	3987.9551	99.9933	2534.7802	99.9913	2221.8156	99.9163	9377.4647	99.832	2069.9932	99.9908	549.9459	99.921	1665.4074	99.9278	464.636	99.9007	900.0907	100.0	340.0	99.9607	918.4423	99.8775	3010.5398	-33.3333	Iceland	1.0	1.0	0.0	1.0	0.0	0.0	0.0
ISL	2020-05-31	1804.0	10.0	5286.447	29.304	5.0	0.0	0.0	14.651	56.61	2.91	8.33	8.34	5.31	117.992	16.05	46482.958	0.938	37.3	14.431	3.404	341250.0	12.74	B.1, B.2.7, B.2.1	99.9934	1298.9023	99.9407	4653.0644	99.9813	14267.361	99.9988	3752.9438	99.9566	2283.2177	99.9423	2230.2554	99.9893	600.9048	99.9983	1438.9729	100.0	821.0	99.9986	1031.988	99.965	89.9409	99.9216	6988.3397	99.9855	4436.9494	99.9993	3987.9551	99.9933	2534.7802	99.9913	2221.8156	99.9163	9377.4647	99.832	2069.9932	99.9908	549.9459	99.921	1665.4074	99.9278	464.636	99.9007	900.0907	100.0	340.0	99.9607	918.4423	99.8775	3010.5398	-100.0	Iceland	1.0	1.0	0.0	1.0	0.0	0.0	0.0
IND	2020-01-31	3.0	0.0	0.002	0.0	3.0	0.0	0.0	0.003	12.57	0.53	3.53	226.8616	10.39	282.28	11.15	6426.674	0.647	28.2	5.989	450.419	1380004385.0	21.045	A	100.0	1299.0	99.8	4650.0	99.9	14255.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	100.0	6999.0	99.8	4429.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9378.0	100.0	2074.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	99.2	905.0	100.0	3016.0	0.0	India	0.0	0.0	0.0	0.0	0.0	0.0	1.0
IND	2020-02-29	31.0	0.0	0.022	0.0	28.0	0.0	0.0	0.02	12.57	0.53	3.53	226.8616	10.39	282.28	11.15	6426.674	0.647	28.2	5.989	450.419	1380004385.0	21.045	A	100.0	1299.0	99.8	4650.0	99.9	14255.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	100.0	6999.0	99.8	4429.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9378.0	100.0	2074.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	99.2	905.0	100.0	3016.0	0.0	India	0.0	0.0	0.0	0.0	0.0	0.0	1.0
IND	2020-03-31	4421.0	114.0	3.204	0.083	4390.0	114.0	0.083	3.18	90.485	0.53	3.53	226.8616	10.39	282.28	11.15	6426.674	0.647	28.2	5.989	450.419	1380004385.0	21.045	B.6, B	99.995	1298.8875	99.9608	4653.8286	99.4125	14185.9298	99.9968	3752.847	99.9988	2283.9708	99.8286	2226.881	100.0	601.0	99.9844	1438.6667	99.9962	820.9625	100.0	1032.0	100.0	90.0	99.9067	6989.0417	100.0	4438.0	99.9971	3987.8479	99.9688	2534.0208	100.0	2222.0	99.9279	9379.1785	99.9983	2073.9583	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	99.93	917.7958	99.8237	3005.9583	0.0	India	0.0	0.0	0.0	0.0	1.0	0.0	0.0
IND	2020-04-30	52952.0	1783.0	38.371	1.292	48531.0	1669.0	1.209	35.168	97.35	0.53	3.53	226.8616	10.39	282.28	11.15	6426.674	0.647	28.2	5.989	450.419	1380004385.0	21.045	B.1, B.1.36, B.6	99.9947	1298.8756	99.9634	4653.9505	99.9671	14264.1676	99.9947	3752.7719	99.9938	2283.751	99.9306	2229.9165	100.0	601.0	99.9975	1438.9596	99.9976	820.9868	100.0	1032.0	99.5947	89.3158	99.8596	6983.0095	99.9934	4437.6785	99.9831	3987.2847	99.9783	2534.2601	99.99	2221.7933	99.8986	9375.2567	99.7826	2069.874	100.0	550.0	99.9987	1666.9684	100.0	465.0	99.9789	900.6316	100.0	340.0	99.5905	915.1505	99.8783	3007.9564	1364.0351	India	0.0	1.0	0.0	1.0	1.0	0.0	0.0
IND	2020-05-31	131868.0	3867.0	95.556	2.802	78916.0	2084.0	1.51	57.188	78.85	0.53	3.53	226.8616	10.39	282.28	11.15	6426.674	0.647	28.2	5.989	450.419	1380004385.0	21.045	B.6	100.0	1299.0	99.8889	4651.6667	99.8944	14255.0	100.0	3753.0	100.0	2284.0	99.8333	2227.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.8778	6985.6667	99.9556	4434.8889	99.9333	3985.4444	100.0	2535.0	99.95	2220.5	99.8889	9376.0	99.7722	2068.8889	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	99.9111	918.0	99.6167	2998.2222	24.8652	India	0.0	0.0	0.0	0.0	1.0	0.0	0.0
IDN	2020-02-29	4.0	0.0	0.015	0.0	4.0	0.0	0.0	0.014	31.35	1.04	2.99	334.5434	6.32	34.286	39.9	11188.743	0.707	29.3	5.319	145.725	273523621.0	19.427	B	100.0	1299.0	99.9714	4655.1429	99.9857	14267.2857	100.0	3753.0	100.0	2284.0	99.9143	2229.7143	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.95	6995.5714	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.95	9381.1429	100.0	2074.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.9714	3015.1429	0.0	Indonesia	0.0	0.0	0.0	0.0	1.0	0.0	0.0
IDN	2020-03-31	2491.0	209.0	9.107	0.764	2487.0	209.0	0.767	9.095	47.89	1.04	2.99	334.5434	6.32	34.286	39.9	11188.743	0.707	29.3	5.319	145.725	273523621.0	19.427	B	100.0	1299.0	99.9714	4655.1429	99.9857	14267.2857	100.0	3753.0	100.0	2284.0	99.9143	2229.7143	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.95	6995.5714	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.95	9381.1429	100.0	2074.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.9714	3015.1429	0.0	Indonesia	0.0	0.0	0.0	0.0	1.0	0.0	0.0
IDN	2020-04-30	12438.0	895.0	45.473	3.272	9947.0	686.0	2.505	36.366	68.26	1.04	2.99	334.5434	6.32	34.286	39.9	11188.743	0.707	29.3	5.319	145.725	273523621.0	19.427	B.1.36	100.0	1299.0	100.0	4656.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.8	6971.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.8	9361.0	99.6	2067.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	228.2297	Indonesia	0.0	1.0	0.0	1.0	0.0	0.0	0.0
IDN	2020-05-31	21745.0	1351.0	79.5	4.939	9307.0	456.0	1.668	34.027	70.91	1.04	2.99	334.5434	6.32	34.286	39.9	11188.743	0.707	29.3	5.319	145.725	273523621.0	19.427	B.1.36	100.0	1299.0	100.0	4656.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.8	6971.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.8	9361.0	99.6	2067.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	-33.5277	Indonesia	0.0	1.0	0.0	1.0	0.0	0.0	0.0
IRN	2020-02-29	4747.0	124.0	56.517	1.476	4747.0	124.0	1.478	56.519	20.9	1.5	8.66	1652.5549	9.59	270.308	11.1	19082.62	0.797	32.4	5.44	49.831	83992953.0	18.246	B.4	100.0	1299.0	99.8	4651.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	99.85	2227.5	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	100.0	6999.0	100.0	4438.0	99.9	3983.5	100.0	2535.0	99.85	2215.0	99.95	9381.5	100.0	2074.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.9	3010.0	0.0	Iran	0.0	0.0	0.0	0.0	0.0	1.0	0.0
IRN	2020-03-31	60500.0	3739.0	720.299	44.516	55753.0	3615.0	43.038	580.655	54.23	1.5	8.66	1652.5549	9.59	270.308	11.1	19082.62	0.797	32.4	5.44	49.831	83992953.0	18.246	B.4	100.0	1299.0	99.8	4651.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	99.85	2227.5	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	100.0	6999.0	100.0	4438.0	99.9	3983.5	100.0	2535.0	99.85	2215.0	99.95	9381.5	100.0	2074.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.9	3010.0	2815.3226	Iran	0.0	0.0	0.0	0.0	0.0	1.0	0.0
IRN	2020-04-30	101650.0	6418.0	994.191	76.411	41150.0	2679.0	31.896	489.923	61.51	1.5	8.66	1652.5549	9.59	270.308	11.1	19082.62	0.797	32.4	5.44	49.831	83992953.0	18.246	B.4	100.0	1299.0	99.8	4651.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	99.85	2227.5	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	100.0	6999.0	100.0	4438.0	99.9	3983.5	100.0	2535.0	99.85	2215.0	99.95	9381.5	100.0	2074.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.9	3010.0	-25.8921	Iran	0.0	0.0	0.0	0.0	0.0	1.0	0.0
IRN	2020-05-31	133521.0	7359.0	1589.669	87.614	31871.0	941.0	11.201	379.448	47.23	1.5	8.66	1652.5549	9.59	270.308	11.1	19082.62	0.797	32.4	5.44	49.831	83992953.0	18.246	B.4	100.0	1299.0	99.8	4651.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	99.85	2227.5	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	100.0	6999.0	100.0	4438.0	99.9	3983.5	100.0	2535.0	99.85	2215.0	99.95	9381.5	100.0	2074.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.9	3010.0	-64.875	Iran	0.0	0.0	0.0	0.0	0.0	1.0	0.0
IRL	2020-02-29	18.0	0.0	3.645	0.0	18.0	0.0	0.0	3.647	11.11	2.96	7.18	7.095	3.28	126.459	22.15	67335.293	0.942	38.7	13.928	69.874	4937796.0	15.412	B.1.1	100.0	1299.0	100.0	4656.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.95	6992.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.95	9381.0	100.0	2074.0	100.0	550.0	99.75	1662.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.75	3005.5	0.0	Ireland	0.0	0.0	1.0	1.0	0.0	0.0	0.0
IRL	2020-03-31	5364.0	174.0	932.4	35.238	5346.0	174.0	35.24	1543.801	57.4	2.96	7.18	7.095	3.28	126.459	22.15	67335.293	0.942	38.7	13.928	69.874	4937796.0	15.412	B.1.1	100.0	1299.0	100.0	4656.0	99.95	14266.5	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.85	6980.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	100.0	2074.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.5	2995.0	0.0	Ireland	0.0	0.0	1.0	1.0	0.0	0.0	0.0
IRL	2020-04-30	22248.0	1375.0	4505.654	278.464	16884.0	1201.0	229.19	4224.05	91.8	2.96	7.18	7.095	3.28	126.459	22.15	67335.293	0.942	38.7	13.928	69.874	4937796.0	15.412	B.1.1	100.0	1299.0	100.0	4656.0	99.95	14266.5	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.85	6980.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	100.0	2074.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.5	2995.0	590.2299	Ireland	0.0	0.0	1.0	1.0	0.0	0.0	0.0
IRL	2020-05-31	24582.0	1604.0	4978.334	324.841	2334.0	229.0	46.378	472.68	0.0	2.96	7.18	7.095	3.28	126.459	22.15	67335.293	0.942	38.7	13.928	69.874	4937796.0	15.412	B.1.1	100.0	1299.0	100.0	4656.0	99.95	14266.5	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.85	6980.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	100.0	2074.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.5	2995.0	-80.9326	Ireland	0.0	0.0	1.0	1.0	0.0	0.0	0.0
ISR	2019-12-31	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.99	7.41	7.463	6.74	93.32	30.25	33132.32	0.906	30.6	11.733	402.606	8655541.0	15.974	B.1	100.0	1299.0	99.8	4647.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.8667	6981.3333	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	99.6	2067.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	0.0	Israel	0.0	1.0	0.0	1.0	0.0	0.0	0.0
ISR	2020-02-29	19.0	0.0	2.195	0.0	19.0	0.0	0.0	2.197	19.44	2.99	7.41	7.463	6.74	93.32	30.25	33132.32	0.906	30.6	11.733	402.606	8655541.0	15.974	B.1	100.0	1299.0	99.8	4647.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.8667	6981.3333	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	99.6	2067.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	0.0	Israel	0.0	1.0	0.0	1.0	0.0	0.0	0.0
ISR	2020-03-31	8904.0	57.0	973.943	6.585	8885.0	57.0	6.588	904.229	86.77	2.99	7.41	7.463	6.74	93.32	30.25	33132.32	0.906	30.6	11.733	402.606	8655541.0	15.974	B.1	100.0	1299.0	99.8	4647.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.8667	6981.3333	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	99.6	2067.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	0.0	Israel	0.0	1.0	0.0	1.0	0.0	0.0	0.0
ISR	2020-04-30	16310.0	239.0	1884.342	27.612	7406.0	182.0	21.031	817.371	90.21	2.99	7.41	7.463	6.74	93.32	30.25	33132.32	0.906	30.6	11.733	402.606	8655541.0	15.974	B.1	100.0	1299.0	99.8	4647.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.8667	6981.3333	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	99.6	2067.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	219.2982	Israel	0.0	1.0	0.0	1.0	0.0	0.0	0.0
ISR	2020-05-31	16690.0	279.0	1928.245	32.234	380.0	40.0	4.623	43.902	19.44	2.99	7.41	7.463	6.74	93.32	30.25	33132.32	0.906	30.6	11.733	402.606	8655541.0	15.974	B.1	100.0	1299.0	99.8	4647.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.8667	6981.3333	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	99.6	2067.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	-78.022	Israel	0.0	1.0	0.0	1.0	0.0	0.0	0.0
ITA	2020-01-31	3.0	0.0	0.05	0.0	3.0	0.0	0.0	0.05	19.44	3.18	8.84	8.813	4.78	11.315	24.0	35220.084	0.883	47.9	23.021	205.859	60461828.0	17.918	B	100.0	1299.0	100.0	4656.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	99.7	2223.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	100.0	6999.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	100.0	9386.0	99.6	2063.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	0.0	Italy	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ITA	2020-02-29	4636.0	197.0	76.676	3.258	4633.0	197.0	3.258	65.18	35.32	3.18	8.84	8.813	4.78	11.315	24.0	35220.084	0.883	47.9	23.021	205.859	60461828.0	17.918	B.1.1	100.0	1299.0	100.0	4656.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	100.0	2074.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.9	3011.8	0.0	Italy	0.0	0.0	1.0	1.0	0.0	0.0	0.0
ITA	2020-03-31	132547.0	16525.0	978.105	273.313	127911.0	16328.0	337.438	2023.978	93.25	3.18	8.84	8.813	4.78	11.315	24.0	35220.084	0.883	47.9	23.021	205.859	60461828.0	17.918	B.1.1, B.1	100.0	1299.0	100.0	4656.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	100.0	2074.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.75	3005.5	8188.3249	Italy	0.0	0.0	1.0	1.0	0.0	0.0	0.0
ITA	2020-04-30	214457.0	29684.0	3546.982	490.954	81910.0	13159.0	281.794	1354.739	94.58	3.18	8.84	8.813	4.78	11.315	24.0	35220.084	0.883	47.9	23.021	205.859	60461828.0	17.918	B.1.1, B.1	100.0	1299.0	100.0	4656.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	100.0	2074.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.75	3005.5	-19.4084	Italy	0.0	0.0	1.0	1.0	0.0	0.0	0.0
ITA	2020-05-31	229327.0	32735.0	3792.922	541.416	14870.0	3051.0	50.462	233.84	68.78	3.18	8.84	8.813	4.78	11.315	24.0	35220.084	0.883	47.9	23.021	205.859	60461828.0	17.918	B.1.1, B.1	100.0	1299.0	100.0	4656.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	100.0	2074.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.75	3005.5	-76.8143	Italy	0.0	0.0	1.0	1.0	0.0	0.0	0.0
JAM	2020-03-31	59.0	3.0	19.925	1.013	60.0	3.0	1.013	20.259	76.525	1.7	5.99	490.7949	11.28	206.537	17.9	8193.571	0.726	31.4	9.684	266.879	2961161.0	14.901	B.1	100.0	1299.0	99.79	4645.8	99.98	14267.8	100.0	3753.0	100.0	2284.0	99.71	2223.7	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.97	6994.8	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.97	9383.0	99.6	2064.2	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	0.0	Jamaica	0.0	1.0	0.0	1.0	0.0	0.0	0.0
JAM	2020-04-30	478.0	9.0	161.423	3.039	419.0	6.0	2.028	183.745	80.42	1.7	5.99	490.7949	11.28	206.537	17.9	8193.571	0.726	31.4	9.684	266.879	2961161.0	14.901	B.1	100.0	1299.0	99.79	4645.8	99.98	14267.8	100.0	3753.0	100.0	2284.0	99.71	2223.7	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.97	6994.8	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.97	9383.0	99.6	2064.2	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	100.0	Jamaica	0.0	1.0	0.0	1.0	0.0	0.0	0.0
JAM	2020-05-31	550.0	9.0	185.738	3.039	72.0	0.0	0.0	24.313	74.2	1.7	5.99	490.7949	11.28	206.537	17.9	8193.571	0.726	31.4	9.684	266.879	2961161.0	14.901	B.1	100.0	1299.0	99.79	4645.8	99.98	14267.8	100.0	3753.0	100.0	2284.0	99.71	2223.7	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.97	6994.8	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.97	9383.0	99.6	2064.2	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	-100.0	Jamaica	0.0	1.0	0.0	1.0	0.0	0.0	0.0
JPN	2020-01-31	25.0	0.0	0.198	0.0	25.0	0.0	0.0	0.2	2.78	13.05	10.94	10.918	5.72	79.37	22.15	39002.223	0.915	48.2	27.049	347.778	126476458.0	18.656	A	99.45	1290.5625	100.0	4656.0	99.9875	14268.0	100.0	3753.0	100.0	2284.0	99.9625	2231.5	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	100.0	6999.0	100.0	4438.0	99.975	3986.25	100.0	2535.0	100.0	2222.0	100.0	9386.0	99.95	2072.875	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	99.7	913.75	99.975	3014.875	0.0	Japan	0.0	0.0	0.0	0.0	0.0	0.0	1.0
