iso_code	date	total_cases	total_deaths	total_cases_per_million	total_deaths_per_million	new_cases	new_deaths	new_deaths_per_million	new_cases_per_million	stringency_index	hospital_beds_per_1k	health_expenditure_ofGDP	HealthExpenseperGDP	diabetes_prevalence	cvd_death_rate	total_smokers	gdp_per_capita	HDI	median_age	aged_65_older	population_density	population	log_population	Lineage	identity percentage for NSP1	score for NSP1	identity percentage for NSP2	score for NSP2	identity percentage for NSP3	score for NSP3	identity percentage for NSP4	score for NSP4	identity percentage for NSP5	score for NSP5	identity percentage for NSP6	score for NSP6	identity percentage for NSP7	score for NSP7	identity percentage for NSP8	score for NSP8	identity percentage for NSP9	score for NSP9	identity percentage for NSP10	score for NSP10	identity percentage for NSP11	score for NSP11	identity percentage for NSP12	score for NSP12	identity percentage for NSP13	score for NSP13	identity percentage for NSP14	score for NSP14	identity percentage for NSP15	score for NSP15	identity percentage for NSP16	score for NSP16	identity percentage for Spike	score for Spike	identity percentage for NS3	score for NS3	identity percentage for E	score for E	identity percentage for M	score for M	identity percentage for NS6	score for NS6	identity percentage for NS7a	score for NS7a	identity percentage for NS7b	score for NS7b	identity percentage for NS8	score for NS8	identity percentage for N	score for N	death_growth_rate	Country	Clade_V	Clade_GH	Clade_GR	Clade_G	Clade_O	Clade_L	Clade_S
DZA	2020-02-23	3.0	0.0	0.068	0.0	3.0	0.0	0.0	0.069	0.0	1.9	6.37	886.3115	6.73	27.836	15.396	13913.839	0.759	29.1	6.211	17.348	43851043.0	17.596	B.1	100.0	1299.0	99.8	4647.0	99.975	14266.75	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	99.95	3985.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	99.525	2064.75	99.675	547.75	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	0.0	Algeria	0.0	1.0	0.0	1.0	0.0	0.0	0.0
DZA	2020-03-01	17.0	0.0	0.388	0.0	14.0	0.0	0.0	0.32	7.14	1.9	6.37	886.3115	6.73	27.836	15.396	13913.839	0.759	29.1	6.211	17.348	43851043.0	17.596	B.1	100.0	1299.0	99.8	4647.0	99.975	14266.75	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	99.95	3985.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	99.525	2064.75	99.675	547.75	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	0.0	Algeria	0.0	1.0	0.0	1.0	0.0	0.0	0.0
DZA	2020-03-08	37.0	2.0	0.844	0.046	20.0	2.0	0.046	0.456	32.14	1.9	6.37	886.3115	6.73	27.836	15.396	13913.839	0.759	29.1	6.211	17.348	43851043.0	17.596	B.1	100.0	1299.0	99.8	4647.0	99.975	14266.75	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	99.95	3985.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	99.525	2064.75	99.675	547.75	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	0.0	Algeria	0.0	1.0	0.0	1.0	0.0	0.0	0.0
DZA	2020-03-15	139.0	15.0	3.17	0.342	102.0	13.0	0.297	2.327	37.7	1.9	6.37	886.3115	6.73	27.836	15.396	13913.839	0.759	29.1	6.211	17.348	43851043.0	17.596	B.1	100.0	1299.0	99.8	4647.0	99.975	14266.75	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	99.95	3985.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	99.525	2064.75	99.675	547.75	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	550.0	Algeria	0.0	1.0	0.0	1.0	0.0	0.0	0.0
DZA	2020-03-22	454.0	29.0	10.353	0.661	315.0	14.0	0.32	7.183	73.15	1.9	6.37	886.3115	6.73	27.836	15.396	13913.839	0.759	29.1	6.211	17.348	43851043.0	17.596	B.1	100.0	1299.0	99.8	4647.0	99.975	14266.75	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	99.95	3985.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	99.525	2064.75	99.675	547.75	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	7.6923	Algeria	0.0	1.0	0.0	1.0	0.0	0.0	0.0
DZA	2020-03-29	1251.0	130.0	28.528	2.965	797.0	101.0	2.303	18.175	80.57	1.9	6.37	886.3115	6.73	27.836	15.396	13913.839	0.759	29.1	6.211	17.348	43851043.0	17.596	B.1	100.0	1299.0	99.8	4647.0	99.975	14266.75	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	99.95	3985.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	99.525	2064.75	99.675	547.75	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	621.4286	Algeria	0.0	1.0	0.0	1.0	0.0	0.0	0.0
DZA	2020-04-05	1825.0	275.0	41.618	6.271	574.0	145.0	3.307	13.09	80.57	1.9	6.37	886.3115	6.73	27.836	15.396	13913.839	0.759	29.1	6.211	17.348	43851043.0	17.596	B.1	100.0	1299.0	99.8	4647.0	99.975	14266.75	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	99.95	3985.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	99.525	2064.75	99.675	547.75	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	43.5644	Algeria	0.0	1.0	0.0	1.0	0.0	0.0	0.0
DZA	2020-04-12	2535.0	367.0	57.809	8.369	710.0	92.0	2.098	16.192	84.54	1.9	6.37	886.3115	6.73	27.836	15.396	13913.839	0.759	29.1	6.211	17.348	43851043.0	17.596	B.1	100.0	1299.0	99.8	4647.0	99.975	14266.75	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	99.95	3985.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	99.525	2064.75	99.675	547.75	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	-36.5517	Algeria	0.0	1.0	0.0	1.0	0.0	0.0	0.0
DZA	2020-04-19	3256.0	419.0	74.251	9.555	721.0	52.0	1.184	16.444	84.54	1.9	6.37	886.3115	6.73	27.836	15.396	13913.839	0.759	29.1	6.211	17.348	43851043.0	17.596	B.1	100.0	1299.0	99.8	4647.0	99.975	14266.75	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	99.95	3985.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	99.525	2064.75	99.675	547.75	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	-43.4783	Algeria	0.0	1.0	0.0	1.0	0.0	0.0	0.0
DZA	2020-04-26	4295.0	459.0	97.945	10.467	1039.0	40.0	0.913	23.693	82.42	1.9	6.37	886.3115	6.73	27.836	15.396	13913.839	0.759	29.1	6.211	17.348	43851043.0	17.596	B.1	100.0	1299.0	99.8	4647.0	99.975	14266.75	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	99.95	3985.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	99.525	2064.75	99.675	547.75	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	-23.0769	Algeria	0.0	1.0	0.0	1.0	0.0	0.0	0.0
DZA	2020-05-03	5558.0	494.0	126.747	11.265	1263.0	35.0	0.799	28.802	82.42	1.9	6.37	886.3115	6.73	27.836	15.396	13913.839	0.759	29.1	6.211	17.348	43851043.0	17.596	B.1	100.0	1299.0	99.8	4647.0	99.975	14266.75	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	99.95	3985.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	99.525	2064.75	99.675	547.75	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	-12.5	Algeria	0.0	1.0	0.0	1.0	0.0	0.0	0.0
DZA	2020-05-10	6821.0	542.0	155.549	12.36	1263.0	48.0	1.095	28.802	11.11	1.9	6.37	886.3115	6.73	27.836	15.396	13913.839	0.759	29.1	6.211	17.348	43851043.0	17.596	B.1	100.0	1299.0	99.8	4647.0	99.975	14266.75	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	99.95	3985.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	99.525	2064.75	99.675	547.75	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	37.1429	Algeria	0.0	1.0	0.0	1.0	0.0	0.0	0.0
DZA	2020-05-17	8113.0	592.0	185.013	13.5	1292.0	50.0	1.142	29.464	11.11	1.9	6.37	886.3115	6.73	27.836	15.396	13913.839	0.759	29.1	6.211	17.348	43851043.0	17.596	B.1	100.0	1299.0	99.8	4647.0	99.975	14266.75	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	99.95	3985.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	99.525	2064.75	99.675	547.75	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	4.1667	Algeria	0.0	1.0	0.0	1.0	0.0	0.0	0.0
ARG	2020-03-01	9.0	1.0	0.199	0.022	9.0	1.0	0.022	0.199	11.11	5.0	9.12	1726.7723	5.5	191.032	23.95	18933.907	0.83	31.9	11.198	16.177	45195777.0	17.627	B.1.1	100.0	1299.0	100.0	4656.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	100.0	2074.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.5	2995.0	0.0	Argentina	0.0	0.0	1.0	1.0	0.0	0.0	0.0
ARG	2020-03-08	45.0	2.0	0.996	0.044	36.0	1.0	0.022	0.796	24.61	5.0	9.12	1726.7723	5.5	191.032	23.95	18933.907	0.83	31.9	11.198	16.177	45195777.0	17.627	B.1.1	100.0	1299.0	100.0	4656.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	100.0	2074.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.5	2995.0	0.0	Argentina	0.0	0.0	1.0	1.0	0.0	0.0	0.0
ARG	2020-03-15	225.0	4.0	4.978	0.089	180.0	2.0	0.044	3.982	77.78	5.0	9.12	1726.7723	5.5	191.032	23.95	18933.907	0.83	31.9	11.198	16.177	45195777.0	17.627	B.1	100.0	1299.0	100.0	4656.0	99.95	14264.5	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	99.8	2070.5	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.9	3008.5	100.0	Argentina	0.0	0.0	0.0	1.0	0.0	0.0	0.0
ARG	2020-03-22	745.0	19.0	16.484	0.42	520.0	15.0	0.332	11.505	100.0	5.0	9.12	1726.7723	5.5	191.032	23.95	18933.907	0.83	31.9	11.198	16.177	45195777.0	17.627	B.1	100.0	1299.0	100.0	4656.0	99.95	14264.5	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	99.8	2070.5	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.9	3008.5	650.0	Argentina	0.0	0.0	0.0	1.0	0.0	0.0	0.0
ARG	2020-03-29	1451.0	43.0	32.105	0.951	706.0	24.0	0.531	15.62	100.0	5.0	9.12	1726.7723	5.5	191.032	23.95	18933.907	0.83	31.9	11.198	16.177	45195777.0	17.627	B.1	100.0	1299.0	100.0	4656.0	99.95	14264.5	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	99.8	2070.5	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.9	3008.5	60.0	Argentina	0.0	0.0	0.0	1.0	0.0	0.0	0.0
ARG	2020-04-05	2137.0	89.0	47.283	1.969	686.0	46.0	1.018	15.177	100.0	5.0	9.12	1726.7723	5.5	191.032	23.95	18933.907	0.83	31.9	11.198	16.177	45195777.0	17.627	B.1	100.0	1299.0	100.0	4656.0	99.95	14264.5	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	99.8	2070.5	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.9	3008.5	91.6667	Argentina	0.0	0.0	0.0	1.0	0.0	0.0	0.0
ARG	2020-04-12	2828.0	132.0	62.572	2.921	691.0	43.0	0.952	15.288	100.0	5.0	9.12	1726.7723	5.5	191.032	23.95	18933.907	0.83	31.9	11.198	16.177	45195777.0	17.627	B.1	100.0	1299.0	100.0	4656.0	99.95	14264.5	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	99.8	2070.5	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.9	3008.5	-6.5217	Argentina	0.0	0.0	0.0	1.0	0.0	0.0	0.0
ARG	2020-04-19	3767.0	185.0	83.348	4.093	939.0	53.0	1.172	20.776	100.0	5.0	9.12	1726.7723	5.5	191.032	23.95	18933.907	0.83	31.9	11.198	16.177	45195777.0	17.627	B.1	100.0	1299.0	100.0	4656.0	99.95	14264.5	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	99.8	2070.5	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.9	3008.5	23.2558	Argentina	0.0	0.0	0.0	1.0	0.0	0.0	0.0
ARG	2020-04-26	4668.0	237.0	99.987	5.244	901.0	52.0	1.151	19.936	87.57	5.0	9.12	1726.7723	5.5	191.032	23.95	18933.907	0.83	31.9	11.198	16.177	45195777.0	17.627	B.1	100.0	1299.0	100.0	4656.0	99.95	14264.5	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	99.8	2070.5	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.9	3008.5	-1.8868	Argentina	0.0	0.0	0.0	1.0	0.0	0.0	0.0
ARG	2020-05-03	5763.0	300.0	127.512	6.638	1095.0	63.0	1.394	24.229	87.57	5.0	9.12	1726.7723	5.5	191.032	23.95	18933.907	0.83	31.9	11.198	16.177	45195777.0	17.627	B.1	100.0	1299.0	100.0	4656.0	99.95	14264.5	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	99.8	2070.5	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.9	3008.5	21.1538	Argentina	0.0	0.0	0.0	1.0	0.0	0.0	0.0
ARG	2020-05-10	7792.0	363.0	172.405	8.032	2029.0	63.0	1.394	107.822	7.94	5.0	9.12	1726.7723	5.5	191.032	23.95	18933.907	0.83	31.9	11.198	16.177	45195777.0	17.627	B.1	100.0	1299.0	100.0	4656.0	99.95	14264.5	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	99.8	2070.5	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.9	3008.5	0.0	Argentina	0.0	0.0	0.0	1.0	0.0	0.0	0.0
ARG	2020-05-17	11340.0	445.0	250.908	9.846	3548.0	82.0	1.814	78.503	7.94	5.0	9.12	1726.7723	5.5	191.032	23.95	18933.907	0.83	31.9	11.198	16.177	45195777.0	17.627	B.1	100.0	1299.0	100.0	4656.0	99.95	14264.5	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	99.8	2070.5	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.9	3008.5	30.1587	Argentina	0.0	0.0	0.0	1.0	0.0	0.0	0.0
AUS	2020-01-19	4.0	0.0	0.157	0.0	4.0	0.0	0.0	0.157	7.94	3.84	9.21	9.252	5.07	107.791	14.9	44648.71	0.938	37.9	15.504	3.202	25499881.0	17.054	B	100.0	1299.0	100.0	4656.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	100.0	6999.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	100.0	9386.0	99.6	2063.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	0.0	Australia	0.0	0.0	0.0	0.0	1.0	0.0	0.0
AUS	2020-01-26	11.0	0.0	0.431	0.0	7.0	0.0	0.0	0.273	7.94	3.84	9.21	9.252	5.07	107.791	14.9	44648.71	0.938	37.9	15.504	3.202	25499881.0	17.054	A	100.0	1299.0	100.0	4656.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	100.0	6999.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.95	9379.0	100.0	2074.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	99.2	905.0	99.8	3010.0	0.0	Australia	0.0	0.0	0.0	0.0	0.0	0.0	1.0
AUS	2020-02-02	14.0	0.0	0.549	0.0	3.0	0.0	0.0	0.117	19.44	3.84	9.21	9.252	5.07	107.791	14.9	44648.71	0.938	37.9	15.504	3.202	25499881.0	17.054	A	100.0	1299.0	100.0	4656.0	100.0	14269.0	99.9	3748.5	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	100.0	6999.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	100.0	9386.0	100.0	2074.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	99.2	905.0	99.8	3010.0	0.0	Australia	0.0	0.0	0.0	0.0	0.0	0.0	1.0
AUS	2020-02-09	15.0	0.0	0.588	0.0	1.0	0.0	0.0	0.039	19.44	3.84	9.21	9.252	5.07	107.791	14.9	44648.71	0.938	37.9	15.504	3.202	25499881.0	17.054	A	100.0	1299.0	100.0	4656.0	100.0	14269.0	99.9	3748.5	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	100.0	6999.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	100.0	9386.0	100.0	2074.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	99.2	905.0	99.8	3010.0	0.0	Australia	0.0	0.0	0.0	0.0	0.0	0.0	1.0
AUS	2020-02-16	22.0	0.0	0.863	0.0	7.0	0.0	0.0	0.274	19.44	3.84	9.21	9.252	5.07	107.791	14.9	44648.71	0.938	37.9	15.504	3.202	25499881.0	17.054	A.5	100.0	1299.0	100.0	4656.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	100.0	6999.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	100.0	9386.0	100.0	2074.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	99.2	905.0	100.0	3016.0	0.0	Australia	0.0	0.0	0.0	0.0	0.0	0.0	1.0
AUS	2020-02-23	26.0	1.0	1.02	0.039	4.0	1.0	0.039	0.156	19.44	3.84	9.21	9.252	5.07	107.791	14.9	44648.71	0.938	37.9	15.504	3.202	25499881.0	17.054	B.4	100.0	1299.0	99.85	4650.1666	100.0	14269.0	99.9666	3751.1666	100.0	2284.0	99.8	2226.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	100.0	6999.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.95	9378.5	100.0	2074.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.9333	3012.6666	0.0	Australia	0.0	0.0	0.0	0.0	1.0	0.0	0.0
AUS	2020-03-01	74.0	3.0	2.902	0.118	48.0	2.0	0.078	1.883	19.44	3.84	9.21	9.252	5.07	107.791	14.9	44648.71	0.938	37.9	15.504	3.202	25499881.0	17.054	A.1	99.94	1298.6	99.84	4647.0	99.99	14267.6	99.92	3748.6	100.0	2284.0	99.82	2226.6	100.0	601.0	99.95	1438.1	100.0	821.0	100.0	1032.0	100.0	90.0	100.0	6999.0	99.91	4429.9	99.98	3986.9	99.91	2532.9	100.0	2222.0	99.98	9383.6	100.0	2074.0	99.87	548.8	100.0	1667.0	100.0	465.0	99.92	899.7	100.0	340.0	99.59	912.5	99.96	3013.8	100.0	Australia	0.0	0.0	0.0	0.0	0.0	0.0	1.0
AUS	2020-03-08	249.0	3.0	9.765	0.118	175.0	0.0	0.0	6.862	19.44	3.84	9.21	9.252	5.07	107.791	14.9	44648.71	0.938	37.9	15.504	3.202	25499881.0	17.054	B.2.1, A.3, A.1, B.1.1, B.1.5, B.1	99.891	1298.273	99.896	4651.1	99.9568	14262.9829	99.9781	3752.0143	100.0	2284.0	99.8913	2228.7393	100.0	601.0	100.0	1439.0	100.0	821.0	99.99	1031.8	100.0	90.0	99.9689	6994.9175	99.95	4433.7679	99.9608	3985.8722	99.9262	2532.8714	99.981	2221.5397	99.9623	9382.3468	99.8617	2070.5599	100.0	550.0	99.9688	1666.377	100.0	465.0	99.8546	898.6373	100.0	340.0	99.5498	912.3159	99.9611	3014.05	-100.0	Australia	1.0	0.0	1.0	1.0	0.0	0.0	1.0
AUS	2020-03-15	1098.0	7.0	43.059	0.275	849.0	4.0	0.156	33.295	42.47	3.84	9.21	9.252	5.07	107.791	14.9	44648.71	0.938	37.9	15.504	3.202	25499881.0	17.054	B.1.1, A.1, A.2, B, B.1.5, B.1, B.2.4, B.4, B.6, B.1.33, B.1.23	99.9631	1298.5452	99.9233	4652.0493	99.9786	14266.7673	99.9882	3752.5757	99.9908	2283.7722	99.9415	2230.2441	99.9685	600.7836	100.0	1439.0	99.9946	820.9464	99.9944	1031.9522	100.0	90.0	99.9327	6989.7991	99.9479	4433.7086	99.9878	3987.3057	99.9793	2534.3491	99.9977	2221.9398	99.9269	9378.5812	99.836	2070.4076	99.9952	549.967	99.9849	1666.6749	99.9662	464.7169	99.9734	900.5671	100.0	340.0	99.7911	915.5793	99.8721	3010.2017	0.0	Australia	1.0	1.0	1.0	1.0	1.0	1.0	1.0
AUS	2020-03-22	3809.0	14.0	149.373	0.549	2711.0	7.0	0.274	106.315	63.11	3.84	9.21	9.252	5.07	107.791	14.9	44648.71	0.938	37.9	15.504	3.202	25499881.0	17.054	B.1.1, B.1, B.1.23, B.9	99.9817	1298.5888	99.8931	4650.3901	99.9737	14265.96	99.9794	3752.301	99.976	2283.2948	99.9279	2229.9481	99.9752	600.736	99.984	1438.739	100.0	821.0	100.0	1032.0	100.0	90.0	99.9311	6989.4412	99.9661	4435.6503	99.9913	3987.499	99.9956	2534.867	99.9881	2221.6725	99.9224	9378.1854	99.7845	2069.4561	99.9938	549.9762	99.9927	1666.8539	99.9614	464.5704	99.9842	900.7291	100.0	340.0	99.7992	915.6438	99.8709	3009.8028	75.0	Australia	0.0	1.0	1.0	1.0	0.0	1.0	0.0
AUS	2020-03-29	5687.0	34.0	223.021	1.333	1878.0	20.0	0.784	175.644	70.91	3.84	9.21	9.252	5.07	107.791	14.9	44648.71	0.938	37.9	15.504	3.202	25499881.0	17.054	B.1, B.1.1, B.2.6, B.3, A.3	99.9826	1298.8838	99.8905	4651.2442	99.9847	14267.018	99.9861	3752.2639	99.9714	2283.2381	99.8996	2229.1275	100.0	601.0	100.0	1439.0	99.9786	820.7857	100.0	1032.0	100.0	90.0	99.9294	6989.4657	99.9648	4435.9129	99.9886	3987.4305	99.977	2534.2386	100.0	2222.0	98.6825	9258.5007	99.8327	2070.9002	100.0	550.0	100.0	1667.0	99.9758	464.8485	99.9768	900.6225	100.0	340.0	99.8728	917.0821	99.878	3010.1465	185.7143	Australia	1.0	1.0	1.0	1.0	0.0	1.0	1.0
